time;tmp;mslp;sp;tp;irradiance
2022-08-24 20:00:00;19.517242431640625;1021.5443725585938;932.1693725585938;0.0;0.0
2022-08-24 21:00:00;18.961578369140625;1021.6256103515625;932.109375;0.0;0.0
2022-08-24 22:00:00;18.373443603515625;1022.0887451171875;932.3775024414062;0.0;0.0
2022-08-24 23:00:00;17.292877197265625;1022.2568969726562;932.4149780273438;0.0;0.0
2022-08-25 00:00:00;16.403472900390625;1022.2349853515625;932.2881469726562;0.0;0.0
2022-08-25 01:00:00;16.214752197265625;1021.6087646484375;931.6437377929688;0.0;0.0
2022-08-25 02:00:00;16.097320556640625;1021.10498046875;931.1487426757812;9.5367431640625e-07;0.0
2022-08-25 03:00:00;16.109039306640625;1021.068115234375;931.0806274414062;1.430511474609375e-06;0.0
2022-08-25 04:00:00;15.796783447265625;1021.3643798828125;931.3206176757812;1.9073486328125e-06;0.0
2022-08-25 05:00:00;15.361724853515625;1021.646240234375;931.5650024414062;0.0;0.0
2022-08-25 06:00:00;15.037384033203125;1022.7349853515625;932.5281372070312;0.0;0.0533333346247673
2022-08-25 07:00:00;17.770416259765625;1023.1500244140625;932.8931274414062;0.0;52.40888977050781
2022-08-25 08:00:00;19.260650634765625;1023.8343505859375;933.7062377929688;0.0;233.93777465820312
2022-08-25 09:00:00;21.136138916015625;1023.8556518554688;934.0381469726562;4.76837158203125e-07;457.17333984375
2022-08-25 10:00:00;22.455963134765625;1023.4806518554688;933.9862670898438;8.106231689453125e-06;525.3155517578125
2022-08-25 11:00:00;22.966217041015625;1022.8074951171875;933.474365234375;5.0067901611328125e-05;575.7333374023438
2022-08-25 12:00:00;24.225982666015625;1021.5362548828125;932.3975219726562;0.0001049041748046875;557.0488891601562
2022-08-25 13:00:00;25.095123291015625;1020.447509765625;931.453125;5.626678466796875e-05;546.1688842773438
2022-08-25 14:00:00;25.360504150390625;1019.5650024414062;930.6806030273438;7.915496826171875e-05;483.3777770996094
2022-08-25 15:00:00;25.036773681640625;1019.6068725585938;930.6812744140625;3.62396240234375e-05;397.3333435058594
2022-08-25 16:00:00;24.558258056640625;1019.4249877929688;930.453125;4.76837158203125e-07;250.04444885253906
2022-08-25 17:00:00;23.161285400390625;1020.4337768554688;931.3131103515625;0.0;115.44889068603516
2022-08-25 18:00:00;20.762847900390625;1020.8599853515625;931.608154296875;0.0;14.613333702087402
2022-08-25 19:00:00;19.707916259765625;1021.8843994140625;932.421875;0.0;0.0
2022-08-25 20:00:00;19.265045166015625;1022.619384765625;933.0181274414062;0.0;0.0
2022-08-25 21:00:00;18.724273681640625;1023.17626953125;933.4400024414062;4.76837158203125e-07;0.0
2022-08-25 22:00:00;17.744781494140625;1023.7987670898438;933.9037475585938;1.430511474609375e-06;0.0
2022-08-25 23:00:00;17.391998291015625;1023.79248046875;933.7781372070312;0.0;0.0
2022-08-26 00:00:00;16.798980712890625;1023.7575073242188;933.6787719726562;4.76837158203125e-07;0.0
2022-08-26 01:00:00;16.530914306640625;1022.842529296875;932.7837524414062;1.430511474609375e-06;0.0
2022-08-26 02:00:00;15.731842041015625;1022.1156005859375;932.0706176757812;0.0;0.0
2022-08-26 03:00:00;15.819366455078125;1022.0418701171875;931.9562377929688;1.5735626220703125e-05;0.0
2022-08-26 04:00:00;15.167755126953125;1022.0399780273438;931.951904296875;1.33514404296875e-05;0.0
2022-08-26 05:00:00;15.307159423828125;1022.3656005859375;932.2693481445312;1.430511474609375e-05;0.0
2022-08-26 06:00:00;15.519073486328125;1023.0587768554688;932.923095703125;3.147125244140625e-05;0.07111111283302307
2022-08-26 07:00:00;17.845733642578125;1023.291259765625;933.2406005859375;6.008148193359375e-05;56.817779541015625
2022-08-26 08:00:00;19.447906494140625;1023.8093872070312;933.8869018554688;8.20159912109375e-05;159.34222412109375
2022-08-26 09:00:00;20.558258056640625;1023.7418823242188;933.967529296875;0.0001220703125;363.4488830566406
2022-08-26 10:00:00;20.588531494140625;1023.9450073242188;934.2581176757812;0.0001049041748046875;360.5688781738281
2022-08-26 11:00:00;21.510650634765625;1023.0231323242188;933.5137329101562;0.00014019012451171875;508.07110595703125
2022-08-26 12:00:00;23.441314697265625;1021.998779296875;932.6218872070312;0.00037860870361328125;589.2977905273438
2022-08-26 13:00:00;24.039947509765625;1020.635009765625;931.4381103515625;0.00016927719116210938;564.6221923828125
2022-08-26 14:00:00;24.934478759765625;1019.6925048828125;930.7162475585938;6.914138793945312e-05;534.1155395507812
2022-08-26 15:00:00;24.709869384765625;1018.920654296875;930.063720703125;3.337860107421875e-05;429.77777099609375
